id,dur,proto,service,state,spkts,dpkts,sbytes,dbytes,rate,sttl,dttl,sload,dload,sloss,dloss,sinpkt,dinpkt,sjit,djit,swin,stcpb,dtcpb,dwin,tcprtt,synack,ackdat,smean,dmean,trans_depth,response_body_len,ct_srv_src,ct_state_ttl,ct_dst_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,is_ftp_login,ct_ftp_cmd,ct_flw_http_mthd,ct_src_ltm,ct_srv_dst,is_sm_ips_ports,attack_cat,label
27455,0.001663,udp,-,CON,4,4,520,304,4209.26044,31,29,1876127.5,1096813,0,0,0.433667,0.205333,0.608347,0.283318,0,0,0,0,0,0,0,130,76,0,0,9,0,5,1,1,4,0,0,0,5,9,0,Normal,0
27543,0.038345,tcp,-,FIN,72,74,4238,63516,3781.457656,31,29,872082.375,13072473,7,30,0.534239,0.517027,31.228303,31.262958,255,2282687145,137600065,255,0.000734,0.000592,0.000142,59,858,0,0,9,0,2,1,1,2,0,0,0,2,1,0,Normal,0
27631,0.069407,tcp,-,FIN,48,50,2958,32642,1397.553538,31,29,333914.4375,3687236,7,18,1.469681,1.406306,0,87.683669,255,27630519,2286155278,255,0.00061,0.000495,0.000115,62,653,0,0,7,0,1,1,1,1,0,0,0,2,6,0,Normal,0
27719,0.048549,tcp,-,FIN,72,74,4238,63516,2986.673247,31,29,688788.625,10324909,7,30,0.689314,0.665889,42.422597,40.388251,255,4153014694,2007920307,255,0.000749,0.000599,0.00015,59,858,0,0,5,0,2,1,1,2,0,0,0,7,4,0,Normal,0
27806,0.004807,udp,-,CON,4,4,568,312,1456.20968,31,29,708966.0625,389432.0625,0,0,1.296,1.096,1.824337,1.537958,0,0,0,0,0,0,0,142,78,0,0,7,0,5,1,1,3,0,0,0,6,8,0,Normal,0
27894,0.001062,udp,dns,CON,2,2,130,162,2824.858614,31,29,489642.1563,610169.4375,0,0,0.009,0.007,0,0,0,0,0,0,0,0,0,65,81,0,0,2,0,4,1,1,1,0,0,0,4,1,0,Normal,0
27982,0.028891,tcp,-,FIN,48,50,2958,32642,3357.446852,31,29,802187.5,8858122,7,18,0.620304,0.591562,38.565587,36.30136,255,4275206485,15443799,255,0.000616,0.000493,0.000123,62,653,0,0,8,0,3,1,1,1,0,0,0,4,5,0,Normal,0
28069,0.175155,tcp,-,FIN,22,24,2054,2478,256.915305,31,29,89566.38281,108475.3516,6,6,8.319524,7.577783,493.281386,470.642891,255,3294757756,3295088073,255,0.001012,0.000857,0.000155,93,103,0,0,10,0,2,1,1,2,0,0,0,2,2,0,Normal,0
28157,0.386958,tcp,-,FIN,28,30,4616,3080,147.302807,31,29,92040.99219,61567.40625,7,7,14.319926,13.317104,776.572319,19.390518,255,2703089455,590722214,255,0.000908,0.000759,0.000149,165,103,0,0,13,0,4,1,1,6,0,0,0,4,9,0,Normal,0
28245,0.001103,udp,dns,CON,2,2,130,162,2719.854899,31,29,471441.5313,587488.6875,0,0,0.009,0.007,0,0,0,0,0,0,0,0,0,65,81,0,0,4,0,2,1,1,2,0,0,0,1,1,0,Normal,0
28333,0.005265,tcp,-,FIN,18,18,4096,2456,6647.673553,31,29,5878822.5,3525166.25,7,7,0.291588,0.279412,14.311402,0.362464,255,282730144,285825062,255,0.000648,0.000512,0.000136,228,136,0,0,9,0,3,1,1,5,0,0,0,3,9,0,Normal,0
28420,0.005531,tcp,-,FIN,22,24,2054,2478,8135.960986,31,29,2836376.75,3435183.5,6,6,0.246286,0.215217,15.01602,12.733495,255,1542727322,1543019176,255,0.000699,0.000572,0.000127,93,103,0,0,9,0,4,1,1,2,0,0,0,5,9,0,Normal,0
28508,0.088958,tcp,-,FIN,60,62,3614,50036,1360.19241,31,29,319611.5,4427167.5,7,24,1.50261,1.44818,85.380655,83.642653,255,1075242890,3225140709,255,0.000745,0.000609,0.000136,60,807,0,0,3,0,3,1,1,3,0,0,0,3,6,0,Normal,0
28596,1.159744,tcp,http,FIN,14,18,1684,10168,26.730036,31,29,10788.58789,66249.10156,3,5,89.185464,68.189353,8835.820809,7737.54851,255,2573147491,505057499,255,0.000655,0.000519,0.000136,120,565,1,3924,2,0,1,1,1,1,0,0,1,5,1,0,Normal,0
28683,0.064914,tcp,-,FIN,50,50,3062,33044,1525.09467,31,29,369843.1563,3991003.25,7,18,1.373936,1.340937,85.151961,2.287436,255,2469466684,2528566869,255,0.000687,0.000547,0.00014,61,661,0,0,15,0,6,1,1,5,0,0,0,9,8,0,Normal,0
28771,0.001222,udp,dns,CON,2,2,146,178,2454.991833,31,29,477905.0625,582651.375,0,0,0.008,0.006,0,0,0,0,0,0,0,0,0,73,89,0,0,3,0,2,2,1,2,0,0,0,3,4,0,Normal,0
28859,0.020252,tcp,smtp,FIN,52,42,37210,3380,4592.138925,31,29,14416354,1303574.875,18,8,0.39822,0.481561,21.765996,0.819347,255,632794655,633815835,255,0.000632,0.000502,0.00013,716,80,0,0,1,0,4,1,1,3,0,0,0,2,1,0,Normal,0
28947,0.036015,tcp,-,FIN,62,62,3718,50036,3415.24363,31,29,812772.4375,10935221,7,24,0.585279,0.580367,38.558018,1.073534,255,3715151966,3715384075,255,0.00135,0.00119,0.00016,60,807,0,0,9,0,3,1,1,3,0,0,0,6,6,0,Normal,0
29034,0.066808,tcp,-,FIN,48,50,2958,33044,1451.921921,31,29,346904.5625,3877859,7,18,1.413979,1.352878,78.997171,77.399236,255,3390697717,3412025280,255,0.000644,0.000512,0.000132,62,661,0,0,4,0,6,1,1,2,0,0,0,4,8,0,Normal,0
29122,0.493779,tcp,smtp,FIN,54,44,37938,3484,196.444157,31,29,603282,55166.37891,19,8,9.489519,11.470559,778.913688,25.079947,255,1785311210,1786330901,255,0.000679,0.000541,0.000138,703,79,0,0,1,0,4,1,1,2,0,0,0,2,1,0,Normal,0
29210,0.006074,tcp,-,FIN,22,24,2054,2478,7408.626752,31,29,2582812,3128086.75,6,6,0.2857,0.242261,0,15.190009,255,2148766170,2149000383,255,0.000617,0.000497,0.00012,93,103,0,0,5,0,5,1,1,1,0,0,0,1,8,0,Normal,0
29297,0.019797,tcp,-,FIN,40,42,2542,23508,4091.529191,31,29,1001768,9273729,7,14,0.512605,0.469073,0,30.880426,255,1083382398,3262661183,255,0.000702,0.000561,0.000141,64,560,0,0,4,0,4,1,1,1,0,0,0,5,4,0,Normal,0
29385,0.038612,tcp,-,FIN,52,54,3182,39076,2719.361811,31,29,646638.3125,7946338,7,20,0.750824,0.716585,43.794748,44.8083,255,2043379868,4193273760,255,0.000759,0.000623,0.000136,61,724,0,0,5,0,2,1,1,1,0,0,0,2,5,0,Normal,0
29473,0.888699,tcp,ftp,FIN,52,54,2934,3742,118.15024,31,29,25907.53516,33064.0625,11,15,17.419412,16.75849,1593.15382,53.024855,255,3570305386,3571304622,255,0.00062,0.000495,0.000125,56,69,0,0,1,0,4,1,1,4,1,1,0,6,2,0,Normal,0
29561,1.273226,tcp,-,FIN,240,438,13766,548216,531.720204,31,29,86137.10156,3436719,21,197,5.348378,2.912437,319.37913,219.483406,255,2701288417,572067687,255,0.000612,0.000487,0.000125,57,1252,0,0,5,0,5,1,1,4,0,0,0,2,9,0,Normal,0
29648,0.322071,tcp,-,FIN,24,26,2158,2582,152.140373,31,29,51392.39844,61675.84375,6,6,13.970217,12.86268,849.504354,22.240527,255,717433313,717712487,255,0.000905,0.000503,0.000402,90,99,0,0,8,0,3,1,1,1,0,0,0,2,7,0,Normal,0
29736,0.383178,tcp,ftp-data,FIN,8,12,424,8824,49.585311,31,29,7745.747559,168882.3438,1,4,54.69457,34.790273,3232.558525,2570.068392,255,1755902926,842106942,255,0.000638,0.000479,0.000159,53,735,0,0,3,0,3,1,1,4,0,0,0,3,4,0,Normal,0
29824,0.125137,udp,-,CON,4,4,520,304,55.938691,31,29,24932.67383,14576.02441,0,0,36.673,37.334,51.851434,52.789766,0,0,0,0,0,0,0,130,76,0,0,6,0,6,1,1,4,0,0,0,4,6,0,Normal,0
29911,0.860602,tcp,ftp,FIN,52,54,2934,3742,122.007615,31,29,26753.36523,34143.53906,11,15,17.20552,16.227755,1770.583905,53.788109,255,1555639482,3706232469,255,0.000664,0.000526,0.000138,56,69,0,0,1,0,4,1,1,4,1,1,0,7,1,0,Normal,0
29999,0.001072,udp,dns,CON,2,2,146,178,2798.507427,31,29,544776.125,664179.125,0,0,0.009,0.007,0,0,0,0,0,0,0,0,0,73,89,0,0,2,0,2,1,1,5,0,0,0,2,4,0,Normal,0
30087,0.001012,udp,dns,CON,2,2,146,178,2964.426812,31,29,577075.0625,703557.3125,0,0,0.009,0.003,0,0,0,0,0,0,0,0,0,73,89,0,0,3,0,2,1,1,6,0,0,0,4,2,0,Normal,0
30175,0.004756,udp,-,CON,4,4,568,320,1471.825096,31,29,716568.5625,403700.5938,0,0,1.228333,1.090333,1.728642,1.532065,0,0,0,0,0,0,0,142,80,0,0,7,0,3,1,1,3,0,0,0,5,8,0,Normal,0
30262,0.001051,udp,dns,CON,2,2,146,178,2854.424439,31,29,555661.3125,677450.0625,0,0,0.007,0.003,0,0,0,0,0,0,0,0,0,73,89,0,0,2,0,2,2,1,1,0,0,0,2,4,0,Normal,0
30350,1.111195,tcp,http,FIN,14,18,1684,10168,27.897895,31,29,11259.9502,69143.57813,3,5,85.449844,65.331235,8813.066143,7718.07354,255,1733448447,3880322223,255,0.000672,0.000555,0.000117,120,565,1,3924,1,0,1,1,1,1,0,0,1,1,2,0,Normal,0
30438,0.001578,udp,-,CON,4,4,520,304,4435.99486,31,29,1977186.25,1155893.5,0,0,0.391333,0.199,0.547772,0.280014,0,0,0,0,0,0,0,130,76,0,0,3,0,4,1,1,3,0,0,0,3,11,0,Normal,0
30525,0.028993,tcp,-,FIN,52,54,3182,39076,3621.563908,31,29,861173.375,10582693,7,20,0.57338,0.536585,34.944917,33.062533,255,2223865541,2224157376,255,0.000688,0.000544,0.000144,61,724,0,0,6,0,4,1,1,1,0,0,0,2,4,0,Normal,0
30613,0.001837,udp,-,CON,4,4,520,304,3810.560659,31,29,1698421.375,992923.25,0,0,0.487,0.252,0.680237,0.350728,0,0,0,0,0,0,0,130,76,0,0,9,0,3,1,1,3,0,0,0,3,4,0,Normal,0
30701,0.025989,tcp,-,FIN,52,54,3182,39076,4040.17088,31,29,960714.1875,11805918,7,20,0.51282,0.488981,31.783697,30.175181,255,2070993704,2071296906,255,0.000683,0.000553,0.00013,61,724,0,0,10,0,2,1,1,3,0,0,0,5,5,0,Normal,0
30789,0.016228,tcp,-,FIN,16,18,1540,1644,2033.522344,31,29,711856.0625,765590.375,4,4,1.060733,0.928118,63.295953,1.832198,255,2565617729,421771143,255,0.000562,0.000446,0.000116,96,91,0,0,7,0,9,4,2,7,0,0,0,6,10,0,Normal,0
30876,0.00104,udp,dns,CON,2,2,132,164,2884.615377,31,29,507692.3125,630769.25,0,0,0.009,0.006,0,0,0,0,0,0,0,0,0,66,82,0,0,2,0,8,1,1,2,0,0,0,5,5,0,Normal,0
30964,1.022801,tcp,http,FIN,12,18,1580,10168,28.35351,31,29,11333.58203,75119.20313,3,5,92.952729,60.132824,9532.114458,7675.969405,255,1808546605,1809584759,255,0.000667,0.000539,0.000128,132,565,1,3924,1,0,5,1,1,2,0,0,1,6,1,0,Normal,0
31052,0.001052,udp,dns,CON,2,2,130,162,2851.711087,31,29,494296.5938,615969.625,0,0,0.009,0.007,0,0,0,0,0,0,0,0,0,65,81,0,0,4,0,3,2,1,1,0,0,0,4,3,0,Normal,0
31139,0.013034,tcp,-,FIN,40,42,2542,23508,6214.515852,31,29,1521559,14085622,7,14,0.343324,0.3126,18.869082,17.921158,255,766097248,780762578,255,0.00065,0.000526,0.000124,64,560,0,0,8,0,4,1,1,1,0,0,0,5,7,0,Normal,0
31227,0.036302,tcp,-,FIN,52,54,3182,39076,2892.4026,31,29,687785.8125,8451986,7,20,0.71828,0.664528,44.50621,44.203541,255,898610171,3048502176,255,0.001189,0.001073,0.000116,61,724,0,0,4,0,1,1,1,2,0,0,0,3,6,0,Normal,0
31315,0.024954,tcp,-,FIN,60,62,3598,48710,4848.921922,31,29,1134567.625,15364270,7,24,0.424759,0.40665,22.083371,21.982061,255,1271124630,3421002831,255,0.000678,0.000545,0.000133,60,786,0,0,7,0,2,1,1,6,0,0,0,3,5,0,Normal,0
31403,0.007079,tcp,-,FIN,22,24,2054,2478,6356.829954,31,29,2216132.25,2683994.75,6,6,0.320381,0.280609,20.466937,18.323144,255,657823518,658151990,255,0.000763,0.000617,0.000146,93,103,0,0,9,0,1,1,1,2,0,0,0,6,2,0,Normal,0
31490,0.819799,tcp,-,FIN,122,126,7820,15736,301.293364,31,29,75686.84375,152349.5313,30,32,6.772223,6.550904,439.793917,436.072396,255,2699923970,551543181,255,0.001069,0.000933,0.000136,64,125,0,0,3,0,4,1,1,1,0,0,0,4,12,0,Normal,0
31578,0.006983,tcp,-,FIN,22,24,2054,2478,6444.221816,31,29,2246599,2720893.75,6,6,0.316095,0.278652,21.088595,15.172561,255,3732436742,3732687598,255,0.00071,0.000569,0.000141,93,103,0,0,12,0,4,1,1,1,0,0,0,1,10,0,Normal,0
31666,0.047972,tcp,-,FIN,48,50,2958,33044,2022.012793,31,29,483115.125,5400483.5,7,18,1.059156,0.967633,69.89365,66.665862,255,1775374795,1795457768,255,0.000684,0.000555,0.000129,62,661,0,0,3,0,1,1,1,1,0,0,0,2,10,0,Normal,0
31753,0.001625,udp,-,CON,4,4,520,304,4307.692219,31,29,1920000,1122461.5,0,0,0.415667,0.194667,0.581478,0.266816,0,0,0,0,0,0,0,130,76,0,0,6,0,1,1,1,2,0,0,0,1,10,0,Normal,0
31841,1.014894,tcp,http,FIN,14,18,1684,10168,30.545062,31,29,12328.38086,75704.46094,3,5,78.041462,59.669882,8774.203274,7682.528611,255,3529988584,3530902850,255,0.000829,0.000504,0.000325,120,565,1,3924,1,0,1,1,1,2,0,0,1,1,1,0,Normal,0
31929,0.25284,tcp,smtp,FIN,54,42,37938,3380,375.73167,31,29,1178168,104413.8516,19,8,4.764095,6.154854,497.695576,17.599475,255,1032925087,3179307125,255,0.000611,0.000487,0.000124,703,80,0,0,1,0,4,1,1,6,0,0,0,3,2,0,Normal,0
32017,2.66292,tcp,ssh,FIN,108,116,9504,12402,83.742658,31,29,28287.74414,36939.90234,26,31,25.118886,23.151279,1978.893925,1904.240002,255,3853223016,1703935918,255,0.000639,0.000522,0.000117,88,107,0,0,1,0,5,1,1,6,0,0,0,2,2,0,Normal,0
32104,0.836618,tcp,ftp,FIN,52,54,2934,3740,125.505307,31,29,27520.32617,35103.23828,11,15,16.398215,15.775943,1412.693849,52.707797,255,2125443684,4271798006,255,0.000614,0.000489,0.000125,56,69,0,0,1,0,3,1,1,4,1,1,0,6,1,0,Normal,0
32192,0.001036,udp,dns,CON,2,2,130,162,2895.752973,31,29,501930.5,625482.625,0,0,0.009,0.008,0,0,0,0,0,0,0,0,0,65,81,0,0,2,0,7,1,1,6,0,0,0,2,1,0,Normal,0
32280,0.004404,tcp,ftp-data,FIN,14,6,8928,320,4314.259757,31,29,15060854,485013.625,4,1,0.338769,0.7362,17.145367,1.172188,255,770479142,784246238,255,0.000665,0.000523,0.000142,638,53,0,0,3,0,8,1,1,5,0,0,0,7,3,0,Normal,0
32367,0.017063,tcp,-,FIN,40,42,2542,23508,4747.11383,31,29,1162281,10759656,7,14,0.427692,0.387561,27.152714,25.297879,255,601192441,623616238,255,0.001284,0.001168,0.000116,64,560,0,0,4,0,8,1,1,3,0,0,0,2,8,0,Normal,0
32455,0.036144,udp,-,CON,4,4,568,312,193.669768,31,29,94289.50781,51792.82813,0,0,7.004667,11.559,9.899731,16.335581,0,0,0,0,0,0,0,142,78,0,0,9,0,6,1,1,3,0,0,0,5,11,0,Normal,0
32543,0.029048,tcp,-,FIN,22,24,2054,2478,1549.160036,31,29,540071.625,654089.8125,6,6,1.366857,1.237348,169.686074,155.290046,255,1455504686,3605370775,255,0.000722,0.00058,0.000142,93,103,0,0,1,0,1,1,1,1,0,0,0,1,6,0,Normal,0
32631,0.117134,tcp,ftp-data,FIN,14,8,8928,424,179.281852,31,29,566257.4375,25338.50195,4,1,9.010307,16.647572,999.47663,40.61082,255,2353419528,545768573,255,0.000595,0.000472,0.000123,638,53,0,0,3,0,5,1,1,4,0,0,0,3,5,0,Normal,0
32718,1.084818,tcp,http,FIN,14,18,1684,10168,28.576222,31,29,11533.73145,70824.78125,3,5,83.421772,63.78,8785.683878,7696.037282,255,1228022108,1229094310,255,0.000674,0.000555,0.000119,120,565,1,3924,2,0,3,1,1,2,0,0,1,4,4,0,Normal,0
32806,0.04596,tcp,-,FIN,54,54,3286,39076,2328.111318,31,29,561531.75,6675892,7,20,0.877788,0.855,61.035249,60.040573,255,1933706761,4083609975,255,0.00077,0.000635,0.000135,61,724,0,0,5,0,4,1,1,1,0,0,0,5,4,0,Normal,0
32894,0.00107,udp,dns,CON,2,2,130,162,2803.738322,31,29,485981.3125,605607.5,0,0,0.001,0.009,0,0,0,0,0,0,0,0,0,65,81,0,0,3,0,1,2,1,1,0,0,0,7,2,0,Normal,0
32981,0.037274,tcp,-,FIN,122,126,7820,15306,6626.603118,31,29,1664645.625,3259108.25,30,32,0.321,0.294288,19.219544,17.153107,255,3294331812,1149861230,255,0.000617,0.000485,0.000132,64,121,0,0,5,0,4,1,1,2,0,0,0,2,3,0,Normal,0
33069,0.016685,tcp,-,FIN,40,42,2542,23508,4854.659964,31,29,1188612.5,11003416,7,14,0.442081,0.403075,0,25.314597,255,3555806003,3576610473,255,0.00069,0.000559,0.000131,64,560,0,0,9,0,4,1,1,1,0,0,0,4,4,0,Normal,0
33157,0.166139,tcp,-,FIN,22,24,2054,2478,270.857524,31,29,94426.95313,114362.0625,6,6,7.896047,7.519409,482.296266,471.090876,255,585703040,2731446082,255,0.000851,0.000703,0.000148,93,103,0,0,9,0,2,1,1,3,0,0,0,4,6,0,Normal,0
33245,0.028314,tcp,-,FIN,60,62,3598,48710,4273.504274,31,29,999929.375,13541004,7,24,0.490684,0.453508,25.938402,24.595924,255,3302067920,1157015339,255,0.000764,0.000616,0.000148,60,786,0,0,4,0,2,1,1,1,0,0,0,5,2,0,Normal,0
33332,0.067064,tcp,-,FIN,60,62,3614,50036,1804.246632,31,29,423953.2188,5872480,7,24,1.130576,1.107233,70.652383,69.774655,255,838219954,2983919973,255,0.000717,0.000622,0.000095,60,807,0,0,3,0,1,1,1,1,0,0,0,1,6,0,Normal,0
33420,0.02258,tcp,ftp,FIN,52,54,2934,3742,4650.132935,31,29,1019663.438,1301328.625,11,15,0.4455,0.415981,31.854981,0.770877,255,2894589564,2895567624,255,0.000669,0.000529,0.00014,56,69,0,0,1,0,4,1,1,5,1,1,0,11,1,0,Normal,0
33508,0.015015,tcp,ssh,FIN,70,60,12472,12716,8591.408851,31,29,6550250,6662671,17,17,0.231,0.232914,14.301698,13.467923,255,3074584050,929508022,255,0.000734,0.000587,0.000147,178,212,0,0,1,0,3,1,1,1,0,0,0,4,1,0,Normal,0
33595,0.004276,udp,-,CON,4,4,568,312,1637.04398,31,29,797006.5625,437792.3438,0,0,1.155,0.933,1.62564,1.310976,0,0,0,0,0,0,0,142,78,0,0,6,0,6,1,1,4,0,0,0,3,7,0,Normal,0
33683,0.001061,udp,dns,CON,2,2,130,162,2827.521083,31,29,490103.6563,610744.5625,0,0,0.01,0.007,0,0,0,0,0,0,0,0,0,65,81,0,0,3,0,2,1,1,1,0,0,0,2,4,0,Normal,0
33771,0.0017,udp,-,CON,4,4,544,304,4117.647004,31,29,1920000,1072941.125,0,0,0.426667,0.221333,0.598448,0.305237,0,0,0,0,0,0,0,136,76,0,0,6,0,5,1,1,4,0,0,0,4,10,0,Normal,0
33859,0.030596,tcp,-,FIN,72,74,4238,63516,4739.181715,31,29,1092953.375,16383319,7,30,0.432486,0.416417,22.534329,21.844641,255,2063249048,4208956676,255,0.000732,0.000605,0.000127,59,858,0,0,7,0,2,1,1,1,0,0,0,1,9,0,Normal,0
33946,0.087982,tcp,-,FIN,40,42,2542,23508,920.64287,31,29,225409.75,2086699.625,7,14,2.247615,2.131829,0,145.099247,255,3099620238,3155686808,255,0.000722,0.000574,0.000148,64,560,0,0,2,0,2,1,1,1,0,0,0,1,1,0,Normal,0
34034,0.028277,tcp,-,FIN,60,62,3598,48710,4279.096023,31,29,1001237.75,13558722,7,24,0.481517,0.453639,27.467095,26.539311,255,2436066158,2436378181,255,0.000721,0.000595,0.000126,60,786,0,0,7,0,3,1,1,3,0,0,0,3,3,0,Normal,0
34122,0.060336,udp,-,CON,4,4,568,320,116.016969,31,29,56483.69141,31821.79688,0,0,15.011667,19.648666,21.216975,27.783875,0,0,0,0,0,0,0,142,80,0,0,3,0,1,1,1,1,0,0,0,2,4,0,Normal,0
34209,0.036151,tcp,-,FIN,60,62,3614,50036,3347.072062,31,29,786478.9375,10894083,7,24,0.589153,0.584574,34.74498,35.296136,255,3453669163,3453909843,255,0.000611,0.000489,0.000122,60,807,0,0,7,0,1,1,1,1,0,0,0,3,4,0,Normal,0
34297,0.029848,tcp,-,FIN,60,62,3598,48710,4053.872952,31,29,948539.25,12845082,7,24,0.500576,0.487583,28.398278,28.271667,255,3511870918,3512175513,255,0.000713,0.000585,0.000128,60,786,0,0,9,0,4,1,1,1,0,0,0,3,3,0,Normal,0
34385,0.000968,udp,dns,CON,2,2,146,178,3099.173623,31,29,603305.8125,735537.1875,0,0,0.008,0.005,0,0,0,0,0,0,0,0,0,73,89,0,0,4,0,1,2,1,2,0,0,0,2,3,0,Normal,0
34473,2.135667,tcp,http,FIN,344,746,18370,1087890,509.910935,31,29,68613.6875,4069668,2,370,6.261974,2.865956,310.750689,178.913992,255,3896335386,1799403543,255,0.00065,0.000526,0.000124,53,1458,1,524288,1,0,4,1,1,1,0,0,1,3,2,0,Normal,0
34560,0.243424,udp,-,CON,4,4,568,320,28.756409,31,29,14000.2627,7887.472168,0,0,64.028668,65.699664,90.54243,92.905578,0,0,0,0,0,0,0,142,80,0,0,8,0,4,1,1,4,0,0,0,5,10,0,Normal,0
34648,0.038001,tcp,-,FIN,60,62,3598,48710,3184.12666,31,29,745033,10089208,7,24,0.637763,0.62425,38.298235,37.327852,255,676291030,2826155972,255,0.000664,0.000538,0.000126,60,786,0,0,8,0,6,1,1,6,0,0,0,6,12,0,Normal,0
34736,0.827382,tcp,-,FIN,32,12,26274,642,51.971155,254,252,246106.3906,5695.071777,13,3,26.013871,70.457,1893.554913,97.783164,255,3939345034,2719168681,255,0.128876,0.052349,0.076527,821,54,0,0,6,1,1,1,1,5,0,0,0,1,5,0,Normal,0
34823,0.017474,udp,dns,CON,2,2,146,178,171.68365,31,29,33421.08203,40746.25391,0,0,0.01,0.003,0,0,0,0,0,0,0,0,0,73,89,0,0,3,0,6,1,1,5,0,0,0,6,6,0,Normal,0
34911,0.03401,tcp,-,FIN,122,126,7820,15736,7262.56972,31,29,1824404.5,3672331.5,30,32,0.30058,0.269766,18.461216,15.565378,255,2235415613,2232282956,255,0.000725,0.000556,0.000169,64,125,0,0,3,0,2,1,1,1,0,0,0,5,9,0,Normal,0
34999,3.212083,tcp,-,FIN,178,196,13984,45832,116.124019,31,29,34634.22266,113568.6719,39,59,18.145259,16.469374,1576.152581,1503.652895,255,4193353219,4193631527,255,0.000676,0.000549,0.000127,79,234,0,0,9,0,4,1,1,4,0,0,0,2,7,0,Normal,0
35087,0.001065,udp,dns,CON,2,2,130,162,2816.901513,31,29,488262.9375,608450.75,0,0,0.008,0.007,0,0,0,0,0,0,0,0,0,65,81,0,0,3,0,2,2,1,2,0,0,0,5,3,0,Normal,0
35174,1.46032,tcp,ftp,FIN,52,54,2934,3742,71.902049,31,29,15766.40723,20121.61719,11,15,29.200259,28.623412,2553.897753,76.541266,255,1184300834,1185386287,255,0.000675,0.00052,0.000155,56,69,0,0,1,0,3,1,1,6,1,1,0,2,2,0,Normal,0
35262,0.002022,udp,-,CON,4,4,528,304,3461.918841,31,29,1566765.5,902077.125,0,0,0.545333,0.205,0.766977,0.287085,0,0,0,0,0,0,0,132,76,0,0,3,0,5,1,1,3,0,0,0,3,6,0,Normal,0
35350,0.022578,tcp,ftp,FIN,52,54,2934,3740,4650.544951,31,29,1019753.75,1300735.25,11,15,0.436549,0.41717,31.601134,0.770177,255,1828808813,1829816435,255,0.000584,0.000462,0.000122,56,69,0,0,1,0,5,1,1,4,1,1,0,5,1,0,Normal,0
35437,0.001076,udp,dns,CON,2,2,130,162,2788.103975,31,29,483271.3438,602230.4375,0,0,0.01,0.007,0,0,0,0,0,0,0,0,0,65,81,0,0,1,0,6,1,1,1,0,0,0,1,3,0,Normal,0
35525,0.014839,tcp,-,FIN,40,42,2542,23508,5458.588828,31,29,1336478.25,12372262,7,14,0.372333,0.348634,26.117749,25.110271,255,1948807573,1963542826,255,0.000677,0.000542,0.000135,64,560,0,0,5,0,3,1,1,2,0,0,0,3,2,0,Normal,0
35613,0.025866,tcp,-,FIN,16,18,1540,1644,1275.806078,31,29,446609.4375,480321.6563,4,4,1.7036,1.491706,118.149678,2.698742,255,2409429627,2427093549,255,0.000619,0.000506,0.000113,96,91,0,0,9,0,4,2,1,3,0,0,0,6,7,0,Normal,0
35701,0.061012,tcp,-,FIN,60,62,3598,48710,1983.216421,31,29,464039.875,6284009.5,7,24,1.028576,1.006383,66.898936,65.738912,255,681843581,682160524,255,0.000768,0.00062,0.000148,60,786,0,0,7,0,5,1,1,1,0,0,0,4,7,0,Normal,0
35788,0.611278,tcp,ftp-data,FIN,14,6,8928,320,31.082421,31,29,108507.0938,3494.318359,4,1,47.021383,122.127,4096.655556,170.387797,255,2949818577,62760731,255,0.000657,0.00052,0.000137,638,53,0,0,3,0,4,1,1,5,0,0,0,3,4,0,Normal,0
35876,0.052969,tcp,-,FIN,42,42,2646,23508,1566.95422,31,29,390114.9688,3466027.25,7,14,1.283854,1.279951,0,2.055652,255,996945201,3251196978,255,0.000611,0.000487,0.000124,63,560,0,0,6,0,2,1,1,3,0,0,0,4,6,0,Normal,0
35964,0.000963,udp,dns,CON,2,2,146,178,3115.264802,31,29,606438.1875,739356.1875,0,0,0.001,0.007,0,0,0,0,0,0,0,0,0,73,89,0,0,1,0,7,1,1,1,0,0,0,2,1,0,Normal,0
36051,1.013842,tcp,http,FIN,12,18,1580,10168,28.604063,31,29,11433.73438,75783.01563,3,5,92.13627,59.592469,9534.537703,7714.309663,255,2659755466,2660785715,255,0.000918,0.000769,0.000149,132,565,1,3924,1,0,4,1,1,2,0,0,1,6,2,0,Normal,0
36139,0.022921,tcp,-,FIN,42,42,2646,23508,3621.13351,31,29,901531.375,8009773,7,14,0.5642,0.575154,41.934479,39.482425,255,829466893,868587559,255,0.000625,0.000486,0.000139,63,560,0,0,7,0,2,1,1,1,0,0,0,2,1,0,Normal,0
36227,0.032901,tcp,-,FIN,52,54,3182,39076,3191.392336,31,29,758882.6875,9325674,7,20,0.65178,0.621481,43.514115,42.120872,255,3879039437,3879313383,255,0.000703,0.000578,0.000125,61,724,0,0,4,0,1,1,1,2,0,0,0,2,4,0,Normal,0
36315,0.011884,udp,-,CON,4,4,568,320,589.027256,31,29,286772.125,161561.7656,0,0,3.605667,1.523333,5.087869,2.147956,0,0,0,0,0,0,0,142,80,0,0,9,0,5,1,1,3,0,0,0,6,9,0,Normal,0
36402,1.004433,tcp,http,FIN,12,18,1580,10168,28.872009,31,29,11540.83887,76492.90625,3,5,91.281365,59.052586,9528.666067,7673.377428,255,3703422518,3700324685,255,0.000683,0.000535,0.000148,132,565,1,0,3,0,1,1,1,1,0,0,1,5,2,0,Normal,0
