key_generation_time,ciphertext_entropy,hash_collision_count,request_frequency,response_time,payload_size,connection_duration,packet_interarrival,failed_attempts,session_duration,request_size_variance,encryption_rounds,decryption_success_rate,memory_usage,cpu_usage,network_latency,protocol_violations,anomaly_score,label,attack_type
0.095214,7.930379,1.000000,54.783431,0.015959,672.000000,4.000000,0.086626,0.000000,174.000000,47.189893,1.000000,0.986379,0.173035,0.166828,0.016031,0.000000,0.044316,0,正常
0.416362,4.655544,49.000000,642.580269,0.429048,325.000000,0.000000,0.003340,82.000000,26.000000,2.712836,1.000000,0.514171,0.626367,0.495861,0.022442,6.000000,0.646197,1,brute_force
0.149241,2.008234,34.000000,93.160776,0.176343,4436.000000,39.000000,0.014432,1.000000,132.000000,352.145737,3.000000,0.827682,0.360657,0.309947,0.010609,5.000000,0.596254,1,ciphertext_analysis
0.419108,3.910642,10.000000,692.856886,0.239323,145.000000,0.000000,0.008900,72.000000,13.000000,1.256175,1.000000,0.556925,0.532506,0.896558,0.013730,11.000000,0.908463,1,brute_force
0.094582,3.602741,78.000000,110.990515,0.112873,9878.000000,30.000000,0.014480,1.000000,167.000000,933.601191,3.000000,0.669065,0.533770,0.286583,0.010259,1.000000,0.557651,1,ciphertext_analysis
0.198339,2.855929,60.000000,159.831771,0.153517,3210.000000,36.000000,0.013056,1.000000,124.000000,176.888314,2.000000,0.594673,0.541315,0.556912,0.024906,3.000000,0.728388,1,ciphertext_analysis
0.058870,7.127459,0.000000,11.324209,0.021145,126.000000,15.000000,0.434533,0.000000,119.000000,137.778830,1.000000,0.989280,0.115741,0.199337,0.003769,0.000000,0.014712,0,正常
0.162935,2.553968,70.000000,167.516698,0.196120,4413.000000,16.000000,0.012128,3.000000,86.000000,453.716344,2.000000,0.833072,0.478459,0.248284,0.029632,2.000000,0.567172,1,ciphertext_analysis
1.820667,5.697358,7.000000,18.439126,0.734765,123.000000,142.000000,0.069700,17.000000,375.000000,98.295021,3.000000,0.367886,0.530121,0.704722,0.015287,5.000000,0.863626,1,key_recovery
0.026784,7.353947,1.000000,48.425213,0.046126,1754.000000,6.000000,0.431652,0.000000,55.000000,165.821600,1.000000,0.996643,0.244404,0.028356,0.007744,0.000000,0.018462,0,正常
0.076000,7.006645,1.000000,42.651000,0.032448,341.000000,12.000000,0.277971,0.000000,336.000000,5.592176,1.000000,0.997810,0.091385,0.177805,0.002331,0.000000,0.146388,0,正常
0.379223,5.837963,5.000000,82.164985,0.344754,982.000000,289.000000,0.032115,4.000000,503.000000,358.234411,2.000000,0.724581,0.513161,0.264262,0.057709,0.000000,0.589943,1,side_channel
0.081527,7.254884,1.000000,26.614815,0.028270,1147.000000,6.000000,0.407419,0.000000,279.000000,164.160340,1.000000,0.981270,0.144888,0.032459,0.005956,0.000000,0.054837,0,正常
0.698461,5.933954,1.000000,130.496409,0.165637,2400.000000,37.000000,0.015093,1.000000,519.000000,269.731481,2.000000,0.924677,0.471703,0.139969,0.036535,0.000000,0.705669,1,side_channel
0.986977,5.192748,20.000000,49.254554,0.484800,259.000000,342.000000,0.052427,17.000000,1032.000000,45.372056,4.000000,0.388383,0.819816,0.513607,0.010643,4.000000,0.777993,1,key_recovery
0.064259,7.518028,1.000000,64.041128,0.012417,291.000000,0.000000,0.206597,0.000000,161.000000,128.456433,1.000000,0.982630,0.070310,0.145436,0.009503,0.000000,0.119872,0,正常
0.093477,3.802522,47.000000,103.397498,0.093465,2270.000000,57.000000,0.010553,4.000000,191.000000,129.877301,2.000000,0.819332,0.559971,0.523909,0.028251,1.000000,0.552589,1,ciphertext_analysis
0.733591,4.788829,5.000000,35.890213,0.578774,2087.000000,127.000000,0.049685,0.000000,890.000000,400.652251,1.000000,0.787483,0.548029,0.111497,0.039380,1.000000,0.786198,1,side_channel
0.073247,7.894456,0.000000,11.724910,0.050304,1185.000000,12.000000,0.091362,0.000000,346.000000,184.765033,1.000000,0.988272,0.081290,0.175628,0.014915,0.000000,0.133806,0,正常
0.486432,5.359047,4.000000,137.076791,0.365782,1578.000000,263.000000,0.030819,0.000000,865.000000,166.115292,1.000000,0.877043,0.284965,0.191319,0.066244,0.000000,0.782834,1,side_channel
0.052421,7.775964,0.000000,38.527432,0.065866,456.000000,23.000000,0.434018,0.000000,187.000000,122.973970,1.000000,0.988229,0.127270,0.183853,0.019956,0.000000,0.077251,0,正常
1.173260,5.838824,6.000000,41.668414,0.801852,387.000000,302.000000,0.084316,11.000000,1790.000000,42.935602,3.000000,0.371403,0.620893,0.660285,0.029908,3.000000,0.933908,1,key_recovery
0.098053,7.202490,1.000000,52.595371,0.056781,1217.000000,19.000000,0.054222,0.000000,139.000000,101.687533,1.000000,0.989289,0.196953,0.185768,0.016895,0.000000,0.030869,0,正常
0.088806,7.799348,0.000000,77.928762,0.074886,1467.000000,9.000000,0.098445,0.000000,257.000000,194.803511,1.000000,0.999256,0.124893,0.132937,0.019900,0.000000,0.136641,0,正常
0.051472,7.558337,0.000000,61.738483,0.051232,1006.000000,7.000000,0.425868,0.000000,174.000000,36.834334,1.000000,0.997472,0.174630,0.042511,0.003180,0.000000,0.020297,0,正常
0.088209,7.469253,1.000000,35.517011,0.065448,312.000000,1.000000,0.097143,0.000000,37.000000,151.425154,1.000000,0.999584,0.077075,0.048665,0.019811,0.000000,0.099275,0,正常
0.031642,7.403918,1.000000,45.745166,0.010788,1046.000000,5.000000,0.078703,0.000000,87.000000,45.423333,1.000000,0.980406,0.051831,0.163872,0.014641,0.000000,0.093992,0,正常
0.077005,7.537556,0.000000,41.190257,0.046079,1205.000000,21.000000,0.349553,0.000000,273.000000,151.207833,1.000000,0.986499,0.275985,0.168174,0.009033,0.000000,0.023802,0,正常
0.378562,4.641069,48.000000,603.719428,0.441271,241.000000,0.000000,0.002035,53.000000,7.000000,7.852893,1.000000,0.325942,0.702193,0.662514,0.031465,7.000000,0.619538,1,brute_force
0.170883,3.174366,23.000000,863.865563,0.286064,131.000000,0.000000,0.001360,45.000000,5.000000,1.368001,1.000000,0.309712,0.683758,0.683684,0.020352,3.000000,0.655636,1,brute_force
0.073454,7.736593,1.000000,60.624892,0.024532,280.000000,13.000000,0.151049,0.000000,259.000000,24.669798,1.000000,0.980191,0.140164,0.125655,0.019703,0.000000,0.145403,0,正常
0.036641,7.627618,1.000000,51.810923,0.078796,1664.000000,15.000000,0.299363,0.000000,390.000000,96.212353,1.000000,0.994004,0.264210,0.033433,0.012568,0.000000,0.041766,0,正常
0.060650,7.568498,0.000000,30.105299,0.077775,615.000000,23.000000,0.306531,0.000000,437.000000,107.061671,1.000000,0.990148,0.079056,0.048789,0.006275,0.000000,0.020218,0,正常
0.068519,7.035376,1.000000,58.809101,0.035406,183.000000,19.000000,0.248347,0.000000,31.000000,10.233040,1.000000,0.996531,0.196691,0.045680,0.007268,0.000000,0.069206,0,正常
0.026568,7.352557,0.000000,62.490600,0.061488,1371.000000,27.000000,0.192005,0.000000,328.000000,42.229414,1.000000,0.983211,0.166520,0.112059,0.019422,0.000000,0.103107,0,正常
0.099086,7.259298,1.000000,41.417980,0.038454,1469.000000,23.000000,0.176464,0.000000,62.000000,165.029107,1.000000,0.990352,0.245197,0.150665,0.014660,0.000000,0.092743,0,正常
0.102150,2.855916,66.000000,84.304500,0.107537,9587.000000,7.000000,0.005987,7.000000,104.000000,511.680998,3.000000,0.750686,0.399752,0.375935,0.007329,6.000000,0.836980,1,ciphertext_analysis
0.266708,3.778994,19.000000,626.618312,0.439229,78.000000,0.000000,0.006159,12.000000,24.000000,9.496941,1.000000,0.381235,0.671546,0.830671,0.034936,8.000000,0.817079,1,brute_force
1.087407,6.565370,29.000000,31.542287,0.802118,528.000000,407.000000,0.027932,11.000000,1983.000000,59.633240,3.000000,0.232655,0.547115,0.501933,0.016725,4.000000,0.721885,1,key_recovery
0.084073,7.693074,0.000000,27.652791,0.061114,1357.000000,0.000000,0.130846,0.000000,39.000000,188.211203,1.000000,0.989858,0.283824,0.092130,0.010330,0.000000,0.125691,0,正常
0.060193,7.534209,0.000000,60.326902,0.077251,962.000000,19.000000,0.463649,0.000000,99.000000,87.924439,1.000000,0.985438,0.176683,0.026886,0.006372,0.000000,0.053594,0,正常
0.327146,5.024236,42.000000,555.913002,0.122672,495.000000,1.000000,0.008726,79.000000,14.000000,4.628825,1.000000,0.536212,0.496090,0.627157,0.044656,12.000000,0.621740,1,brute_force
0.058364,7.650036,1.000000,43.382926,0.073591,727.000000,11.000000,0.311111,0.000000,242.000000,35.463190,1.000000,0.980311,0.075013,0.177981,0.005769,0.000000,0.123535,0,正常
0.038985,7.165552,0.000000,33.484229,0.025755,663.000000,8.000000,0.464360,0.000000,349.000000,196.109236,1.000000,0.994396,0.202612,0.076383,0.004066,0.000000,0.083412,0,正常
0.141094,3.241606,23.000000,178.252982,0.097255,3801.000000,7.000000,0.012779,1.000000,147.000000,619.894870,3.000000,0.742653,0.572979,0.241792,0.010756,1.000000,0.596755,1,ciphertext_analysis
0.098330,7.451247,1.000000,43.910977,0.015649,277.000000,27.000000,0.018263,0.000000,455.000000,167.614520,1.000000,0.993890,0.231861,0.149686,0.015997,0.000000,0.122904,0,正常
0.412732,4.748496,9.000000,109.791286,0.501192,2041.000000,46.000000,0.025354,1.000000,714.000000,79.160046,2.000000,0.882629,0.295836,0.255298,0.061635,2.000000,0.568985,1,side_channel
0.170800,4.176343,61.000000,54.822828,0.161924,9929.000000,19.000000,0.014876,2.000000,151.000000,424.508444,3.000000,0.720379,0.464537,0.410161,0.006571,7.000000,0.512279,1,ciphertext_analysis
0.114872,2.489318,17.000000,82.633492,0.065448,9255.000000,33.000000,0.018817,6.000000,108.000000,954.684819,3.000000,0.661624,0.325028,0.437449,0.014607,6.000000,0.709220,1,ciphertext_analysis
0.095813,7.062293,0.000000,40.942129,0.021792,772.000000,14.000000,0.408920,0.000000,251.000000,60.364527,1.000000,0.989806,0.217989,0.022051,0.001535,0.000000,0.098440,0,正常
0.055758,7.608915,0.000000,11.813561,0.014063,562.000000,18.000000,0.316057,0.000000,396.000000,196.602064,1.000000,0.986782,0.196822,0.195769,0.003040,0.000000,0.033265,0,正常
0.387853,4.334627,49.000000,889.269921,0.376816,233.000000,1.000000,0.008636,24.000000,18.000000,8.429258,1.000000,0.613271,0.597924,0.876835,0.049657,13.000000,0.821758,1,brute_force
0.041539,7.363891,1.000000,26.968637,0.077293,1779.000000,1.000000,0.389438,0.000000,201.000000,79.207323,1.000000,0.988640,0.258552,0.044121,0.015322,0.000000,0.090131,0,正常
0.600043,5.195453,4.000000,80.545450,0.375047,1737.000000,191.000000,0.027477,0.000000,626.000000,420.786020,1.000000,0.825048,0.300843,0.156086,0.075631,0.000000,0.656011,1,side_channel
0.187507,3.941309,63.000000,130.145398,0.162514,5036.000000,54.000000,0.012258,7.000000,182.000000,536.869501,3.000000,0.743580,0.394316,0.288069,0.006301,1.000000,0.814648,1,ciphertext_analysis
0.515782,5.509084,4.000000,147.513365,0.336092,1595.000000,198.000000,0.037557,2.000000,394.000000,225.104296,2.000000,0.756999,0.409927,0.242771,0.028038,2.000000,0.644564,1,side_channel
0.746013,4.194154,4.000000,89.138754,0.247435,1307.000000,159.000000,0.016781,4.000000,102.000000,328.024117,2.000000,0.812861,0.482525,0.312416,0.073439,1.000000,0.629145,1,side_channel
0.242849,5.325800,37.000000,693.725251,0.364941,287.000000,0.000000,0.006807,94.000000,13.000000,4.725916,1.000000,0.420838,0.691016,0.681648,0.037403,10.000000,0.627588,1,brute_force
0.430252,3.484201,45.000000,287.704256,0.151279,129.000000,0.000000,0.004185,38.000000,26.000000,9.604482,1.000000,0.519428,0.655144,0.660838,0.048745,7.000000,0.689896,1,brute_force
0.042839,7.349747,1.000000,7.900331,0.020985,720.000000,28.000000,0.285230,0.000000,334.000000,90.677217,1.000000,0.991487,0.286141,0.090804,0.017923,0.000000,0.092184,0,正常
0.021162,7.124917,0.000000,61.635597,0.027163,874.000000,3.000000,0.424786,0.000000,58.000000,57.559080,1.000000,0.989108,0.150867,0.164101,0.008836,0.000000,0.113497,0,正常
0.190130,2.414088,47.000000,190.494993,0.145942,4312.000000,36.000000,0.014641,7.000000,123.000000,549.605947,3.000000,0.605049,0.345321,0.544052,0.020438,7.000000,0.630038,1,ciphertext_analysis
0.369497,3.163533,25.000000,264.302932,0.152373,231.000000,1.000000,0.003396,39.000000,16.000000,8.090397,1.000000,0.470025,0.658398,0.547464,0.042885,8.000000,0.654628,1,brute_force
0.106374,2.798825,56.000000,159.103237,0.065680,8575.000000,53.000000,0.017690,2.000000,102.000000,288.127419,2.000000,0.635969,0.489782,0.313211,0.012063,2.000000,0.800956,1,ciphertext_analysis
0.084587,7.152839,1.000000,31.862289,0.017341,603.000000,20.000000,0.361890,0.000000,490.000000,8.451900,1.000000,0.998520,0.219735,0.118471,0.009351,0.000000,0.141203,0,正常
0.021363,7.191089,1.000000,73.358987,0.073147,1073.000000,29.000000,0.498274,0.000000,25.000000,118.965210,1.000000,0.983595,0.056150,0.099682,0.018829,0.000000,0.080491,0,正常
0.024851,7.675896,1.000000,57.138863,0.061625,1894.000000,12.000000,0.179989,0.000000,70.000000,137.723895,1.000000,0.989847,0.202556,0.195365,0.014145,0.000000,0.042196,0,正常
0.071141,7.726262,0.000000,59.877243,0.064199,1952.000000,18.000000,0.232988,0.000000,15.000000,6.714528,1.000000,0.980793,0.112202,0.066054,0.016985,0.000000,0.060164,0,正常
0.026079,7.834192,1.000000,51.749182,0.046849,617.000000,25.000000,0.133408,0.000000,493.000000,10.129646,1.000000,0.993093,0.169818,0.148419,0.018169,0.000000,0.018030,0,正常
0.093559,7.612741,1.000000,15.734346,0.063066,1418.000000,19.000000,0.030979,0.000000,77.000000,136.092207,1.000000,0.987195,0.086008,0.062986,0.002773,0.000000,0.129074,0,正常
0.078441,7.658740,1.000000,36.844810,0.047743,989.000000,7.000000,0.093162,0.000000,214.000000,199.368945,1.000000,0.989444,0.279462,0.082654,0.017145,0.000000,0.145737,0,正常
0.062972,7.972249,0.000000,63.370181,0.048446,609.000000,28.000000,0.467244,0.000000,58.000000,144.079079,1.000000,0.989901,0.294807,0.131405,0.006760,0.000000,0.108659,0,正常
0.084480,7.937434,0.000000,55.241829,0.035029,1958.000000,12.000000,0.105362,0.000000,130.000000,14.043357,1.000000,0.999270,0.077085,0.040683,0.002563,0.000000,0.109527,0,正常
0.027525,7.760946,1.000000,42.637924,0.063094,1016.000000,17.000000,0.093225,0.000000,256.000000,96.605393,1.000000,0.980093,0.185233,0.119022,0.019269,0.000000,0.028592,0,正常
0.151743,4.085320,72.000000,150.141930,0.199503,2599.000000,13.000000,0.011164,9.000000,61.000000,955.386092,3.000000,0.846512,0.502745,0.355136,0.005202,2.000000,0.654644,1,ciphertext_analysis
0.023203,7.727944,1.000000,9.598510,0.017507,853.000000,14.000000,0.212360,0.000000,421.000000,7.997681,1.000000,0.983139,0.233507,0.186527,0.002819,0.000000,0.102502,0,正常
0.077726,7.731167,1.000000,8.684551,0.012460,1998.000000,22.000000,0.448244,0.000000,410.000000,152.776119,1.000000,0.996825,0.283704,0.122840,0.010750,0.000000,0.042948,0,正常
0.094280,3.652299,48.000000,127.672118,0.161888,9544.000000,27.000000,0.010778,2.000000,36.000000,569.786587,2.000000,0.552257,0.419517,0.251297,0.027445,1.000000,0.628180,1,ciphertext_analysis
0.095300,7.258432,1.000000,59.360622,0.070251,619.000000,11.000000,0.096044,0.000000,474.000000,14.061197,1.000000,0.994717,0.171197,0.139490,0.018623,0.000000,0.060884,0,正常
0.158140,5.486040,18.000000,458.523498,0.283778,109.000000,0.000000,0.001979,88.000000,24.000000,1.562793,1.000000,0.461071,0.635366,0.836216,0.014055,13.000000,0.662819,1,brute_force
0.046229,7.809596,1.000000,27.750101,0.036516,1898.000000,26.000000,0.458575,0.000000,451.000000,192.692284,1.000000,0.990229,0.231418,0.164400,0.005487,0.000000,0.057454,0,正常
0.038647,7.138705,1.000000,64.667469,0.013227,1102.000000,7.000000,0.022459,0.000000,236.000000,30.963995,1.000000,0.998311,0.188456,0.033371,0.005356,0.000000,0.031619,0,正常
0.103936,3.531762,71.000000,101.678403,0.054876,9596.000000,59.000000,0.016535,7.000000,32.000000,775.560018,2.000000,0.723702,0.363479,0.230174,0.009444,1.000000,0.732496,1,ciphertext_analysis
0.450705,5.050856,25.000000,809.896021,0.355546,467.000000,1.000000,0.003701,18.000000,5.000000,9.004524,1.000000,0.407123,0.442472,0.573968,0.027568,3.000000,0.666014,1,brute_force
0.051899,7.977383,0.000000,58.969329,0.055845,987.000000,29.000000,0.465230,0.000000,283.000000,23.112959,1.000000,0.984800,0.073044,0.151734,0.013460,0.000000,0.121435,0,正常
0.029634,7.100383,1.000000,38.488418,0.025109,1998.000000,22.000000,0.294080,0.000000,330.000000,22.464519,1.000000,0.991459,0.083793,0.148288,0.011735,0.000000,0.142566,0,正常
0.034043,7.275144,1.000000,9.439545,0.054196,303.000000,11.000000,0.229362,0.000000,337.000000,56.218914,1.000000,0.982567,0.223313,0.109615,0.006844,0.000000,0.094421,0,正常
0.368739,5.465384,35.000000,562.139871,0.129893,369.000000,1.000000,0.008818,54.000000,27.000000,8.458086,1.000000,0.363914,0.584982,0.778913,0.029171,4.000000,0.891663,1,brute_force
1.896303,5.446852,17.000000,23.406373,0.708588,155.000000,66.000000,0.047890,16.000000,1958.000000,43.629531,3.000000,0.301078,0.658016,0.466382,0.018883,7.000000,0.861859,1,key_recovery
0.222035,3.496850,8.000000,525.127762,0.428394,109.000000,1.000000,0.004360,55.000000,9.000000,6.294945,1.000000,0.431998,0.301168,0.628035,0.011555,6.000000,0.775950,1,brute_force
0.074335,7.227041,0.000000,33.548686,0.013217,504.000000,16.000000,0.075601,0.000000,263.000000,9.125474,1.000000,0.982974,0.089286,0.038061,0.016460,0.000000,0.060038,0,正常
0.028008,7.764333,1.000000,32.863396,0.018856,1095.000000,11.000000,0.120847,0.000000,240.000000,111.428570,1.000000,0.980294,0.209848,0.128745,0.010918,0.000000,0.024650,0,正常
0.058156,7.827879,1.000000,17.474236,0.073845,1238.000000,10.000000,0.157086,0.000000,224.000000,167.243004,1.000000,0.996798,0.090820,0.165774,0.019981,0.000000,0.043464,0,正常
0.094781,7.584671,1.000000,7.805597,0.030943,910.000000,20.000000,0.054649,0.000000,39.000000,173.247499,1.000000,0.982479,0.275783,0.180126,0.002766,0.000000,0.101836,0,正常
0.749339,5.073369,6.000000,49.554085,0.365706,1255.000000,297.000000,0.012333,3.000000,190.000000,494.263116,2.000000,0.875541,0.530089,0.310718,0.056850,2.000000,0.411880,1,side_channel
0.431740,5.486736,4.000000,131.136986,0.298614,1707.000000,132.000000,0.017667,4.000000,240.000000,349.273926,1.000000,0.779428,0.248636,0.132459,0.060949,1.000000,0.712624,1,side_channel
0.556782,4.960605,8.000000,139.984452,0.351069,749.000000,177.000000,0.026505,2.000000,760.000000,257.438621,2.000000,0.825763,0.523227,0.343177,0.039525,2.000000,0.440790,1,side_channel
0.188247,2.231418,53.000000,95.660192,0.135106,2503.000000,42.000000,0.014685,8.000000,162.000000,972.002889,3.000000,0.513082,0.577963,0.540783,0.011178,7.000000,0.806606,1,ciphertext_analysis
0.094495,7.269051,1.000000,77.193472,0.012117,832.000000,17.000000,0.232159,0.000000,210.000000,14.157848,1.000000,0.988501,0.181648,0.028357,0.018901,0.000000,0.138368,0,正常
0.051692,7.392562,1.000000,55.438356,0.038753,381.000000,27.000000,0.413952,0.000000,198.000000,6.594195,1.000000,0.988366,0.099551,0.143194,0.009045,0.000000,0.040667,0,正常
0.077598,7.170188,0.000000,58.108050,0.071245,281.000000,13.000000,0.415417,0.000000,432.000000,127.485336,1.000000,0.984671,0.172337,0.056206,0.019116,0.000000,0.019805,0,正常
0.029476,7.390953,1.000000,11.296404,0.053014,398.000000,23.000000,0.329830,0.000000,397.000000,56.968129,1.000000,0.982063,0.074375,0.139990,0.015272,0.000000,0.111697,0,正常
0.097001,7.703601,0.000000,56.632659,0.073587,558.000000,21.000000,0.331759,0.000000,343.000000,153.044121,1.000000,0.997029,0.239581,0.123909,0.005624,0.000000,0.030755,0,正常
0.047769,7.781387,0.000000,78.410071,0.079967,1197.000000,18.000000,0.040848,0.000000,469.000000,77.527498,1.000000,0.989320,0.189165,0.168905,0.017456,0.000000,0.141015,0,正常
1.577790,5.014591,9.000000,59.054736,0.658590,537.000000,220.000000,0.048117,8.000000,505.000000,75.161151,4.000000,0.218041,0.463567,0.381102,0.012271,9.000000,0.822018,1,key_recovery
0.045831,7.409685,0.000000,7.565062,0.071479,280.000000,4.000000,0.290948,0.000000,473.000000,62.898300,1.000000,0.988193,0.183715,0.087430,0.013716,0.000000,0.129053,0,正常
0.040399,7.490325,1.000000,65.082022,0.052284,869.000000,12.000000,0.187038,0.000000,366.000000,165.720692,1.000000,0.997069,0.146602,0.084504,0.008859,0.000000,0.103690,0,正常
0.084619,7.025076,0.000000,75.069574,0.016609,145.000000,29.000000,0.133282,0.000000,159.000000,182.631899,1.000000,0.994479,0.144666,0.150333,0.015937,0.000000,0.008784,0,正常
0.064988,7.693841,1.000000,21.106488,0.015678,1079.000000,29.000000,0.215033,0.000000,327.000000,140.220550,1.000000,0.983382,0.151423,0.100218,0.003047,0.000000,0.072512,0,正常
0.061895,7.703563,0.000000,74.676989,0.056057,844.000000,7.000000,0.225492,0.000000,128.000000,39.355806,1.000000,0.996650,0.064225,0.161467,0.013946,0.000000,0.046535,0,正常
0.362028,4.160842,13.000000,394.470817,0.287172,148.000000,1.000000,0.006614,86.000000,13.000000,4.335975,1.000000,0.409588,0.714679,0.718721,0.038244,3.000000,0.851948,1,brute_force
0.747947,4.348134,6.000000,73.485718,0.343707,1102.000000,58.000000,0.015517,3.000000,787.000000,86.721752,2.000000,0.949254,0.299126,0.339569,0.026773,1.000000,0.635311,1,side_channel
0.074274,7.792314,1.000000,58.350338,0.070514,133.000000,28.000000,0.182954,0.000000,24.000000,108.939860,1.000000,0.987191,0.253133,0.108226,0.014346,0.000000,0.040178,0,正常
0.074886,7.122776,0.000000,60.194684,0.037552,1201.000000,14.000000,0.062403,0.000000,176.000000,42.962902,1.000000,0.981654,0.157743,0.172704,0.005195,0.000000,0.007157,0,正常
0.129357,2.504770,10.000000,137.531150,0.074261,3577.000000,53.000000,0.014939,2.000000,51.000000,302.006177,3.000000,0.668686,0.476873,0.480761,0.008029,6.000000,0.690845,1,ciphertext_analysis
0.035823,7.301604,0.000000,79.300157,0.027302,727.000000,19.000000,0.264498,0.000000,248.000000,22.034701,1.000000,0.989455,0.209848,0.143324,0.018453,0.000000,0.114373,0,正常
0.072410,7.049961,0.000000,39.867797,0.061152,626.000000,27.000000,0.032049,0.000000,44.000000,69.932090,1.000000,0.980764,0.138258,0.174159,0.010535,0.000000,0.128674,0,正常
0.484999,5.769036,6.000000,72.220116,0.301525,2764.000000,130.000000,0.024513,2.000000,608.000000,200.053264,2.000000,0.788574,0.408179,0.302202,0.072104,2.000000,0.649573,1,side_channel
0.082420,7.482577,0.000000,70.333507,0.060856,1152.000000,25.000000,0.446472,0.000000,308.000000,165.434568,1.000000,0.989765,0.221947,0.060619,0.010316,0.000000,0.054123,0,正常
0.034528,7.296503,0.000000,48.395550,0.069087,1654.000000,14.000000,0.346755,0.000000,379.000000,184.837782,1.000000,0.985980,0.252465,0.196501,0.013843,0.000000,0.100222,0,正常
0.054837,7.516233,1.000000,53.766983,0.052422,1133.000000,25.000000,0.052747,0.000000,255.000000,11.329083,1.000000,0.991668,0.082340,0.150029,0.009160,0.000000,0.099767,0,正常
0.156513,3.758911,58.000000,179.236217,0.116743,7211.000000,44.000000,0.007025,1.000000,167.000000,137.947579,2.000000,0.663312,0.678607,0.248296,0.027649,4.000000,0.675005,1,ciphertext_analysis
0.336395,4.025278,3.000000,125.022946,0.320901,936.000000,208.000000,0.046278,4.000000,276.000000,232.444146,1.000000,0.751200,0.529289,0.144962,0.022808,1.000000,0.739579,1,side_channel
0.079850,7.905889,1.000000,52.066685,0.028618,500.000000,19.000000,0.410321,0.000000,367.000000,122.911021,1.000000,0.999345,0.244963,0.081322,0.015658,0.000000,0.137396,0,正常
0.038667,7.769981,0.000000,28.518176,0.018966,266.000000,18.000000,0.498118,0.000000,300.000000,195.932422,1.000000,0.983893,0.153625,0.170116,0.005469,0.000000,0.005129,0,正常
0.071905,7.651281,0.000000,50.865420,0.067664,1496.000000,24.000000,0.294704,0.000000,199.000000,35.570693,1.000000,0.991435,0.200724,0.187739,0.015752,0.000000,0.113785,0,正常
0.044268,7.431878,1.000000,11.984059,0.069111,1478.000000,29.000000,0.233515,0.000000,445.000000,152.006805,1.000000,0.994844,0.208619,0.025953,0.014544,0.000000,0.047490,0,正常
0.081391,7.119130,1.000000,6.869160,0.012008,891.000000,8.000000,0.424173,0.000000,66.000000,32.860119,1.000000,0.993445,0.079912,0.056726,0.006886,0.000000,0.096324,0,正常
0.054981,7.600147,0.000000,58.041857,0.029916,970.000000,25.000000,0.051871,0.000000,51.000000,34.140578,1.000000,0.982820,0.122516,0.056739,0.017065,0.000000,0.108928,0,正常
0.063952,7.082583,1.000000,72.361090,0.014487,493.000000,17.000000,0.208036,0.000000,481.000000,20.323840,1.000000,0.988689,0.117843,0.086148,0.001315,0.000000,0.098570,0,正常
0.055239,7.601484,1.000000,72.296187,0.073838,1152.000000,25.000000,0.094128,0.000000,253.000000,137.247168,1.000000,0.989935,0.117586,0.098278,0.016937,0.000000,0.086336,0,正常
0.034194,7.846423,0.000000,24.311787,0.037100,629.000000,14.000000,0.202681,0.000000,378.000000,177.497923,1.000000,0.988764,0.138423,0.160588,0.001085,0.000000,0.092626,0,正常
0.061823,4.219464,48.000000,184.757067,0.113676,5708.000000,18.000000,0.019827,1.000000,118.000000,450.217416,3.000000,0.704554,0.585137,0.284826,0.009646,7.000000,0.846080,1,ciphertext_analysis
0.024093,7.345193,1.000000,23.854381,0.048901,1941.000000,28.000000,0.034937,0.000000,397.000000,21.483413,1.000000,0.981983,0.287246,0.102909,0.011500,0.000000,0.120962,0,正常
0.080654,7.894763,0.000000,55.324276,0.037886,1645.000000,19.000000,0.260903,0.000000,260.000000,136.248071,1.000000,0.981761,0.248744,0.108319,0.014230,0.000000,0.048393,0,正常
0.097069,7.910396,1.000000,40.911112,0.046997,258.000000,23.000000,0.267715,0.000000,312.000000,168.271876,1.000000,0.985106,0.290839,0.195797,0.010293,0.000000,0.024723,0,正常
0.026850,7.065981,0.000000,5.580044,0.024875,245.000000,13.000000,0.459628,0.000000,68.000000,36.547835,1.000000,0.983327,0.147298,0.050951,0.002974,0.000000,0.012532,0,正常
0.644490,4.041570,5.000000,115.309278,0.225114,2865.000000,57.000000,0.016085,0.000000,397.000000,329.247512,2.000000,0.902870,0.445882,0.251249,0.030680,0.000000,0.664962,1,side_channel
0.112039,2.831424,10.000000,115.002264,0.192522,6953.000000,20.000000,0.014250,8.000000,48.000000,891.971733,3.000000,0.800258,0.505614,0.209961,0.018442,5.000000,0.803642,1,ciphertext_analysis
0.073329,7.469407,1.000000,18.787544,0.059874,421.000000,22.000000,0.366322,0.000000,497.000000,147.955957,1.000000,0.999653,0.114129,0.056731,0.019876,0.000000,0.105374,0,正常
0.056542,7.455025,0.000000,7.053290,0.076762,956.000000,13.000000,0.468385,0.000000,120.000000,27.783925,1.000000,0.991072,0.182772,0.098334,0.010226,0.000000,0.077916,0,正常
0.331080,5.122332,23.000000,555.253401,0.229645,311.000000,1.000000,0.002698,91.000000,14.000000,8.799747,1.000000,0.588798,0.590680,0.481135,0.018920,4.000000,0.820077,1,brute_force
